launch_day,has_twitter,has_website,market_cap_decile,description_bin,treated_n,treated_graduation_mean,control_n,control_graduation_mean,att_cell
2026-05-12,0,1,9,medium,2,0.0,32.0,0.03125,-0.03125
2026-05-12,0,1,9,zero,1,0.0,76.0,0.09210526315789473,-0.09210526315789473
2026-05-12,1,0,0,short,4,0.0,81.0,0.0,0.0
2026-05-12,1,0,0,very_long,5,0.0,11.0,0.0,0.0
2026-05-12,1,0,0,zero,1,0.0,145.0,0.0,0.0
2026-05-12,1,0,1,medium,1,0.0,122.0,0.0,0.0
2026-05-12,1,0,1,short,1,0.0,70.0,0.0,0.0
2026-05-12,1,0,1,very_long,5,0.0,13.0,0.0,0.0
2026-05-12,1,0,1,zero,3,0.0,185.0,0.0,0.0
2026-05-12,1,0,2,long,1,0.0,41.0,0.0,0.0
2026-05-12,1,0,2,medium,1,0.0,961.0,0.001040582726326743,-0.001040582726326743
2026-05-12,1,0,2,zero,1,0.0,857.0,0.0011668611435239206,-0.0011668611435239206
2026-05-12,1,0,3,long,1,0.0,11.0,0.0,0.0
2026-05-12,1,0,3,medium,1,0.0,377.0,0.0,0.0
2026-05-12,1,0,3,zero,1,0.0,251.0,0.0,0.0
2026-05-12,1,0,4,medium,1,0.0,652.0,0.0,0.0
2026-05-12,1,0,4,short,1,0.0,34.0,0.0,0.0
2026-05-12,1,0,4,zero,2,0.0,386.0,0.0,0.0
2026-05-12,1,0,5,medium,3,0.0,460.0,0.0,0.0
2026-05-12,1,0,5,very_long,1,0.0,14.0,0.0,0.0
2026-05-12,1,0,6,long,10,0.0,24.0,0.0,0.0
2026-05-12,1,0,6,medium,1,0.0,698.0,0.0,0.0
2026-05-12,1,0,6,short,1,0.0,147.0,0.0,0.0
2026-05-12,1,0,6,very_long,5,0.0,21.0,0.0,0.0
2026-05-12,1,0,6,zero,1,0.0,743.0,0.0,0.0
2026-05-12,1,0,7,long,5,0.0,39.0,0.0,0.0
2026-05-12,1,0,7,medium,11,0.0,687.0,0.0,0.0
2026-05-12,1,0,7,short,1,0.0,141.0,0.0,0.0
2026-05-12,1,0,7,very_long,2,0.0,30.0,0.0,0.0
2026-05-12,1,0,7,zero,1,0.0,604.0,0.004966887417218543,-0.004966887417218543
2026-05-12,1,0,8,long,4,0.0,22.0,0.0,0.0
2026-05-12,1,0,8,medium,2,0.0,435.0,0.0,0.0
2026-05-12,1,0,8,very_long,3,0.0,9.0,0.0,0.0
2026-05-12,1,0,8,zero,4,0.0,557.0,0.0,0.0
2026-05-12,1,0,9,long,2,0.0,19.0,0.05263157894736842,-0.05263157894736842
2026-05-12,1,0,9,medium,2,0.5,240.0,0.03333333333333333,0.4666666666666667
2026-05-12,1,0,9,short,1,1.0,97.0,0.020618556701030927,0.979381443298969
2026-05-12,1,0,9,very_long,5,0.0,16.0,0.0,0.0
2026-05-12,1,0,9,zero,3,0.0,358.0,0.01675977653631285,-0.01675977653631285
2026-05-12,1,1,0,long,1,0.0,1.0,0.0,0.0
2026-05-12,1,1,0,medium,1,0.0,23.0,0.0,0.0
2026-05-12,1,1,0,short,1,0.0,16.0,0.0,0.0
2026-05-12,1,1,0,very_long,5,0.0,7.0,0.0,0.0
2026-05-12,1,1,0,zero,11,0.0,41.0,0.0,0.0
2026-05-12,1,1,1,long,1,0.0,4.0,0.0,0.0
2026-05-12,1,1,1,short,2,0.0,20.0,0.0,0.0
2026-05-12,1,1,1,very_long,8,0.0,22.0,0.0,0.0
2026-05-12,1,1,1,zero,17,0.0,68.0,0.0,0.0
2026-05-12,1,1,2,long,5,0.2,45.0,0.0,0.2
2026-05-12,1,1,2,medium,47,0.0,1470.0,0.0,0.0
2026-05-12,1,1,2,short,4,0.0,77.0,0.0,0.0
2026-05-12,1,1,2,very_long,7,0.0,41.0,0.0,0.0
2026-05-12,1,1,2,zero,7,0.0,593.0,0.0,0.0
2026-05-12,1,1,3,medium,81,0.0,563.0,0.0,0.0
2026-05-12,1,1,3,short,11,0.0,78.0,0.0,0.0
2026-05-12,1,1,3,zero,1,0.0,345.0,0.0,0.0
2026-05-12,1,1,4,long,3,0.0,28.0,0.0,0.0
2026-05-12,1,1,4,medium,25,0.0,447.0,0.0,0.0
2026-05-12,1,1,4,short,2,0.0,40.0,0.0,0.0
2026-05-12,1,1,4,zero,3,0.0,238.0,0.0,0.0
2026-05-12,1,1,5,long,4,0.0,51.0,0.0,0.0
2026-05-12,1,1,5,medium,23,0.0,513.0,0.0,0.0
2026-05-12,1,1,5,short,17,0.0,74.0,0.0,0.0
2026-05-12,1,1,5,very_long,3,0.0,22.0,0.0,0.0
2026-05-12,1,1,6,long,11,0.0,45.0,0.0,0.0
2026-05-12,1,1,6,medium,11,0.0,475.0,0.0,0.0
2026-05-12,1,1,6,short,4,0.0,78.0,0.0,0.0
2026-05-12,1,1,6,very_long,2,0.0,31.0,0.0,0.0
2026-05-12,1,1,6,zero,6,0.0,519.0,0.0,0.0
2026-05-12,1,1,7,long,19,0.0,74.0,0.0,0.0
2026-05-12,1,1,7,medium,11,0.0,606.0,0.0,0.0
2026-05-12,1,1,7,short,9,0.0,103.0,0.0,0.0
2026-05-12,1,1,7,very_long,6,0.0,27.0,0.0,0.0
2026-05-12,1,1,7,zero,8,0.0,587.0,0.0,0.0
2026-05-12,1,1,8,long,9,0.0,58.0,0.0,0.0
2026-05-12,1,1,8,medium,12,0.0,586.0,0.0,0.0
2026-05-12,1,1,8,short,3,0.0,77.0,0.0,0.0
2026-05-12,1,1,8,very_long,7,0.0,27.0,0.0,0.0
2026-05-12,1,1,8,zero,5,0.0,587.0,0.0,0.0
2026-05-12,1,1,9,long,19,0.10526315789473684,38.0,0.02631578947368421,0.07894736842105263
2026-05-12,1,1,9,medium,14,0.21428571428571427,327.0,0.009174311926605505,0.20511140235910877
2026-05-12,1,1,9,short,1,0.0,79.0,0.012658227848101266,-0.012658227848101266
2026-05-12,1,1,9,very_long,7,0.0,23.0,0.0,0.0
2026-05-12,1,1,9,zero,11,0.09090909090909091,366.0,0.00819672131147541,0.0827123695976155
2026-05-13,0,0,0,medium,1,0.0,137.0,0.0,0.0
2026-05-13,0,0,0,very_long,5,0.0,72.0,0.0,0.0
2026-05-13,0,0,0,zero,1,0.0,837.0,0.0,0.0
2026-05-13,0,0,1,very_long,3,0.0,99.0,0.0,0.0
2026-05-13,0,0,2,long,4,0.0,90.0,0.0,0.0
2026-05-13,0,0,2,medium,5,0.0,291.0,0.0,0.0
2026-05-13,0,0,2,short,2,0.0,185.0,0.0,0.0
2026-05-13,0,0,2,very_long,3,0.0,170.0,0.0,0.0
2026-05-13,0,0,2,zero,2,0.0,561.0,0.0035650623885918,-0.0035650623885918
2026-05-13,0,0,4,short,3,0.0,46.0,0.0,0.0
2026-05-13,0,0,5,medium,2,0.0,99.0,0.0,0.0
2026-05-13,0,0,5,short,5,0.0,75.0,0.0,0.0
2026-05-13,0,0,5,very_long,1,0.0,42.0,0.0,0.0
2026-05-13,0,0,5,zero,2,0.0,154.0,0.0,0.0
2026-05-13,0,0,6,long,6,0.0,44.0,0.0,0.0
2026-05-13,0,0,6,medium,3,0.0,146.0,0.0,0.0
2026-05-13,0,0,6,short,2,0.0,95.0,0.0,0.0
2026-05-13,0,0,6,very_long,1,0.0,53.0,0.0,0.0
2026-05-13,0,0,6,zero,1,0.0,173.0,0.0,0.0
2026-05-13,0,0,7,long,2,0.0,70.0,0.0,0.0
2026-05-13,0,0,7,medium,7,0.0,129.0,0.0,0.0
2026-05-13,0,0,7,very_long,2,0.0,62.0,0.0,0.0
2026-05-13,0,0,7,zero,2,0.0,234.0,0.0,0.0
2026-05-13,0,0,8,medium,2,0.0,90.0,0.0,0.0
2026-05-13,0,0,8,short,3,0.0,105.0,0.0,0.0
2026-05-13,0,0,9,medium,1,0.0,99.0,0.0,0.0
2026-05-13,0,0,9,short,7,0.0,183.0,0.02185792349726776,-0.02185792349726776
2026-05-13,0,0,9,very_long,3,0.0,75.0,0.0,0.0
2026-05-13,0,0,9,zero,10,0.0,624.0,0.004807692307692308,-0.004807692307692308
2026-05-13,0,1,0,very_long,1,0.0,4.0,0.0,0.0
2026-05-13,0,1,1,medium,1,0.0,6.0,0.0,0.0
2026-05-13,0,1,2,medium,3,0.0,370.0,0.0,0.0
2026-05-13,0,1,2,very_long,7,0.0,116.0,0.0,0.0
2026-05-13,0,1,2,zero,1,0.0,104.0,0.009615384615384616,-0.009615384615384616
2026-05-13,0,1,4,long,1,0.0,4.0,0.0,0.0
2026-05-13,0,1,4,medium,2,0.0,63.0,0.0,0.0
2026-05-13,0,1,4,zero,1,0.0,121.0,0.0,0.0
2026-05-13,0,1,5,medium,1,0.0,39.0,0.0,0.0
2026-05-13,0,1,5,short,1,0.0,5.0,0.0,0.0
2026-05-13,0,1,5,very_long,5,0.0,15.0,0.0,0.0
2026-05-13,0,1,6,long,1,0.0,9.0,0.0,0.0
2026-05-13,0,1,6,short,1,0.0,12.0,0.0,0.0
2026-05-13,0,1,7,very_long,2,0.0,11.0,0.0,0.0
2026-05-13,0,1,8,medium,1,0.0,30.0,0.0,0.0
2026-05-13,0,1,8,short,1,0.0,23.0,0.0,0.0
2026-05-13,0,1,9,short,2,0.0,2.0,0.0,0.0
2026-05-13,1,0,0,long,1,0.0,5.0,0.0,0.0
2026-05-13,1,0,0,medium,1,0.0,26.0,0.0,0.0
2026-05-13,1,0,0,very_long,3,0.0,22.0,0.0,0.0
2026-05-13,1,0,0,zero,1,0.0,102.0,0.0,0.0
2026-05-13,1,0,1,long,1,0.0,14.0,0.0,0.0
2026-05-13,1,0,1,very_long,1,0.0,17.0,0.0,0.0
2026-05-13,1,0,2,long,16,0.0,29.0,0.0,0.0
2026-05-13,1,0,2,medium,2,0.0,1063.0,0.0,0.0
2026-05-13,1,0,2,short,1,0.0,54.0,0.0,0.0
2026-05-13,1,0,2,very_long,2,0.0,25.0,0.0,0.0
2026-05-13,1,0,2,zero,1,0.0,643.0,0.003110419906687403,-0.003110419906687403
2026-05-13,1,0,4,long,1,0.0,6.0,0.0,0.0
2026-05-13,1,0,5,long,2,0.0,19.0,0.0,0.0
2026-05-13,1,0,5,medium,1,0.0,471.0,0.0,0.0
2026-05-13,1,0,5,zero,1,0.0,454.0,0.0,0.0
2026-05-13,1,0,6,long,4,0.0,41.0,0.0,0.0
2026-05-13,1,0,6,medium,3,0.0,678.0,0.0,0.0
2026-05-13,1,0,6,short,1,0.0,148.0,0.0,0.0
2026-05-13,1,0,6,very_long,5,0.0,32.0,0.0,0.0
2026-05-13,1,0,7,long,4,0.0,70.0,0.0,0.0
2026-05-13,1,0,7,medium,6,0.0,540.0,0.0,0.0
2026-05-13,1,0,7,short,2,0.0,128.0,0.0,0.0
2026-05-13,1,0,7,very_long,10,0.0,26.0,0.0,0.0
2026-05-13,1,0,7,zero,2,0.0,630.0,0.0,0.0
2026-05-13,1,0,8,long,2,0.0,29.0,0.0,0.0
2026-05-13,1,0,8,very_long,2,0.0,18.0,0.0,0.0
2026-05-13,1,0,9,long,3,0.0,19.0,0.05263157894736842,-0.05263157894736842
2026-05-13,1,0,9,medium,3,0.3333333333333333,210.0,0.04285714285714286,0.29047619047619044
2026-05-13,1,0,9,short,1,0.0,53.0,0.0,0.0
2026-05-13,1,0,9,very_long,2,0.0,17.0,0.0,0.0
2026-05-13,1,1,0,long,4,0.0,9.0,0.0,0.0
2026-05-13,1,1,0,medium,3,0.0,25.0,0.0,0.0
2026-05-13,1,1,0,zero,89,0.0,24.0,0.0,0.0
2026-05-13,1,1,1,long,3,0.0,16.0,0.0,0.0
2026-05-13,1,1,1,very_long,2,0.0,5.0,0.0,0.0
2026-05-13,1,1,1,zero,92,0.0,69.0,0.0,0.0
2026-05-13,1,1,2,long,5,0.0,576.0,0.0,0.0
2026-05-13,1,1,2,medium,23,0.043478260869565216,1567.0,0.0006381620931716656,0.042840098776393554
2026-05-13,1,1,2,short,11,0.0,56.0,0.0,0.0
2026-05-13,1,1,2,very_long,6,0.0,31.0,0.0,0.0
2026-05-13,1,1,2,zero,19,0.0,554.0,0.0,0.0
2026-05-13,1,1,4,medium,30,0.0,1000.0,0.0,0.0
2026-05-13,1,1,4,short,99,0.0,43.0,0.0,0.0
2026-05-13,1,1,4,very_long,2,0.0,5.0,0.0,0.0
2026-05-13,1,1,4,zero,15,0.0,506.0,0.0,0.0
2026-05-13,1,1,5,long,2,0.5,240.0,0.0,0.5
2026-05-13,1,1,5,medium,18,0.0,559.0,0.0,0.0
2026-05-13,1,1,5,short,14,0.0,78.0,0.0,0.0
2026-05-13,1,1,5,very_long,5,0.0,25.0,0.0,0.0
2026-05-13,1,1,5,zero,3,0.0,375.0,0.0,0.0
2026-05-13,1,1,6,long,9,0.0,64.0,0.0,0.0
2026-05-13,1,1,6,medium,15,0.0,481.0,0.0,0.0
2026-05-13,1,1,6,short,13,0.0,87.0,0.0,0.0
2026-05-13,1,1,6,very_long,6,0.0,25.0,0.0,0.0
2026-05-13,1,1,6,zero,1,0.0,437.0,0.0,0.0
2026-05-13,1,1,7,long,17,0.058823529411764705,90.0,0.0,0.058823529411764705
2026-05-13,1,1,7,medium,9,0.0,528.0,0.0,0.0
2026-05-13,1,1,7,short,6,0.0,83.0,0.0,0.0
2026-05-13,1,1,7,very_long,20,0.0,37.0,0.0,0.0
2026-05-13,1,1,7,zero,12,0.0,487.0,0.0,0.0
2026-05-13,1,1,8,long,7,0.0,51.0,0.0,0.0
2026-05-13,1,1,8,medium,15,0.0,459.0,0.0,0.0
2026-05-13,1,1,8,short,1,0.0,68.0,0.0,0.0
2026-05-13,1,1,8,very_long,8,0.0,36.0,0.0,0.0
2026-05-13,1,1,8,zero,25,0.0,551.0,0.0018148820326678765,-0.0018148820326678765
2026-05-13,1,1,9,long,11,0.2727272727272727,38.0,0.07894736842105263,0.19377990430622008
2026-05-13,1,1,9,medium,10,0.2,302.0,0.013245033112582781,0.18675496688741722
2026-05-13,1,1,9,short,5,0.2,59.0,0.0,0.2
2026-05-13,1,1,9,very_long,10,0.1,25.0,0.08,0.020000000000000004
2026-05-13,1,1,9,zero,44,0.0,316.0,0.015822784810126583,-0.015822784810126583
2026-05-14,0,0,0,medium,2,0.0,212.0,0.0,0.0
2026-05-14,0,0,0,short,1,0.0,374.0,0.0,0.0
2026-05-14,0,0,0,very_long,5,0.0,45.0,0.0,0.0
2026-05-14,0,0,1,long,1,0.0,78.0,0.0,0.0
2026-05-14,0,0,1,medium,1,0.0,276.0,0.0,0.0
2026-05-14,0,0,1,short,1,0.0,533.0,0.001876172607879925,-0.001876172607879925
2026-05-14,0,0,1,very_long,8,0.0,80.0,0.0,0.0
2026-05-14,0,0,1,zero,2,0.0,1107.0,0.0009033423667570009,-0.0009033423667570009
2026-05-14,0,0,2,long,2,0.0,95.0,0.0,0.0
2026-05-14,0,0,2,medium,1,0.0,380.0,0.002631578947368421,-0.002631578947368421
2026-05-14,0,0,2,very_long,4,0.0,96.0,0.0,0.0
2026-05-14,0,0,2,zero,4,0.25,394.0,0.0,0.25
2026-05-14,0,0,5,long,5,0.0,38.0,0.0,0.0
2026-05-14,0,0,5,medium,1,0.0,140.0,0.0,0.0
2026-05-14,0,0,5,short,1,0.0,128.0,0.0,0.0
2026-05-14,0,0,5,very_long,1,0.0,53.0,0.0,0.0
2026-05-14,0,0,5,zero,4,0.0,147.0,0.0,0.0
2026-05-14,0,0,6,long,1,0.0,48.0,0.0,0.0
2026-05-14,0,0,6,short,3,0.0,82.0,0.0,0.0
2026-05-14,0,0,6,very_long,2,0.0,52.0,0.0,0.0
2026-05-14,0,0,6,zero,2,0.0,212.0,0.0,0.0
2026-05-14,0,0,7,long,2,0.0,76.0,0.013157894736842105,-0.013157894736842105
2026-05-14,0,0,7,medium,4,0.0,130.0,0.0,0.0
2026-05-14,0,0,7,short,2,0.0,128.0,0.0,0.0
2026-05-14,0,0,7,very_long,4,0.0,46.0,0.0,0.0
2026-05-14,0,0,7,zero,6,0.0,230.0,0.0,0.0
2026-05-14,0,0,8,medium,4,0.0,101.0,0.0,0.0
2026-05-14,0,0,8,short,1,0.0,155.0,0.0064516129032258064,-0.0064516129032258064
2026-05-14,0,0,8,very_long,2,0.0,27.0,0.0,0.0
2026-05-14,0,0,8,zero,1,0.0,304.0,0.0,0.0
2026-05-14,0,0,9,long,2,0.0,47.0,0.02127659574468085,-0.02127659574468085
2026-05-14,0,0,9,short,11,0.18181818181818182,333.0,0.0,0.18181818181818182
2026-05-14,0,0,9,very_long,3,0.0,42.0,0.0,0.0
2026-05-14,0,0,9,zero,12,0.25,588.0,0.0017006802721088435,0.24829931972789115
2026-05-14,0,1,2,long,2,0.0,4.0,0.0,0.0
2026-05-14,0,1,2,very_long,1,0.0,36.0,0.0,0.0
2026-05-14,0,1,4,medium,3,0.0,76.0,0.0,0.0
2026-05-14,0,1,5,very_long,1,0.0,18.0,0.0,0.0
2026-05-14,0,1,6,long,2,0.0,10.0,0.0,0.0
2026-05-14,0,1,6,very_long,1,0.0,9.0,0.0,0.0
2026-05-14,0,1,7,long,1,0.0,16.0,0.0,0.0
2026-05-14,0,1,7,zero,3,0.0,81.0,0.0,0.0
2026-05-14,0,1,9,medium,1,0.0,15.0,0.06666666666666667,-0.06666666666666667
2026-05-14,1,0,0,medium,1,0.0,20.0,0.0,0.0
2026-05-14,1,0,0,very_long,1,0.0,12.0,0.0,0.0
2026-05-14,1,0,1,long,1,0.0,27.0,0.0,0.0
2026-05-14,1,0,1,very_long,3,0.0,7.0,0.0,0.0
2026-05-14,1,0,1,zero,1,0.0,49.0,0.0,0.0
2026-05-14,1,0,2,long,3,0.0,60.0,0.0,0.0
2026-05-14,1,0,2,medium,2,0.0,895.0,0.0011173184357541898,-0.0011173184357541898
2026-05-14,1,0,2,very_long,2,0.0,21.0,0.0,0.0
2026-05-14,1,0,2,zero,3,0.0,784.0,0.002551020408163265,-0.002551020408163265
2026-05-14,1,0,4,short,1,0.0,47.0,0.0,0.0
2026-05-14,1,0,5,long,4,0.0,21.0,0.0,0.0
2026-05-14,1,0,5,medium,1,0.0,444.0,0.0,0.0
2026-05-14,1,0,5,very_long,1,0.0,19.0,0.0,0.0
2026-05-14,1,0,6,long,4,0.0,46.0,0.0,0.0
2026-05-14,1,0,6,medium,5,0.0,656.0,0.0,0.0
2026-05-14,1,0,6,short,1,0.0,151.0,0.0,0.0
2026-05-14,1,0,6,very_long,4,0.0,27.0,0.0,0.0
2026-05-14,1,0,6,zero,1,0.0,830.0,0.0,0.0
2026-05-14,1,0,7,medium,9,0.0,556.0,0.0,0.0
2026-05-14,1,0,7,short,2,0.0,125.0,0.0,0.0
2026-05-14,1,0,7,very_long,6,0.0,29.0,0.0,0.0
2026-05-14,1,0,7,zero,3,0.0,627.0,0.0,0.0
2026-05-14,1,0,8,long,1,0.0,18.0,0.0,0.0
2026-05-14,1,0,8,medium,2,0.0,392.0,0.0,0.0
2026-05-14,1,0,8,short,1,0.0,103.0,0.0,0.0
2026-05-14,1,0,8,very_long,1,0.0,22.0,0.0,0.0
2026-05-14,1,0,8,zero,2,0.0,629.0,0.0,0.0
2026-05-14,1,0,9,medium,1,0.0,210.0,0.06666666666666667,-0.06666666666666667
2026-05-14,1,0,9,very_long,4,0.0,18.0,0.0,0.0
2026-05-14,1,0,9,zero,2,0.0,308.0,0.025974025974025976,-0.025974025974025976
2026-05-14,1,1,0,long,3,0.0,27.0,0.0,0.0
2026-05-14,1,1,0,medium,7,0.0,71.0,0.0,0.0
2026-05-14,1,1,0,short,2,0.0,29.0,0.0,0.0
2026-05-14,1,1,0,very_long,6,0.0,18.0,0.0,0.0
2026-05-14,1,1,0,zero,1,0.0,16.0,0.0,0.0
2026-05-14,1,1,1,long,4,0.0,32.0,0.0,0.0
2026-05-14,1,1,1,medium,2,0.0,144.0,0.0,0.0
2026-05-14,1,1,1,short,1,0.0,32.0,0.0,0.0
2026-05-14,1,1,1,very_long,5,0.0,18.0,0.0,0.0
2026-05-14,1,1,1,zero,1,0.0,26.0,0.0,0.0
2026-05-14,1,1,2,long,6,0.3333333333333333,68.0,0.014705882352941176,0.31862745098039214
2026-05-14,1,1,2,medium,16,0.0,1166.0,0.0,0.0
2026-05-14,1,1,2,short,2,0.0,24.0,0.0,0.0
2026-05-14,1,1,2,very_long,9,0.0,22.0,0.0,0.0
2026-05-14,1,1,2,zero,4,0.0,661.0,0.0,0.0
2026-05-14,1,1,4,long,1,0.0,24.0,0.0,0.0
2026-05-14,1,1,4,medium,2,0.0,920.0,0.0,0.0
2026-05-14,1,1,4,short,36,0.0,74.0,0.0,0.0
2026-05-14,1,1,4,very_long,2,0.0,5.0,0.0,0.0
2026-05-14,1,1,4,zero,4,0.0,527.0,0.0,0.0
2026-05-14,1,1,5,long,3,0.0,39.0,0.0,0.0
2026-05-14,1,1,5,medium,9,0.0,496.0,0.0,0.0
2026-05-14,1,1,5,short,6,0.0,39.0,0.0,0.0
2026-05-14,1,1,5,very_long,7,0.0,14.0,0.0,0.0
2026-05-14,1,1,5,zero,3,0.0,354.0,0.0,0.0
2026-05-14,1,1,6,long,8,0.0,65.0,0.0,0.0
2026-05-14,1,1,6,medium,11,0.0,544.0,0.001838235294117647,-0.001838235294117647
2026-05-14,1,1,6,short,3,0.0,57.0,0.0,0.0
2026-05-14,1,1,6,very_long,13,0.0,42.0,0.0,0.0
2026-05-14,1,1,6,zero,2,0.0,474.0,0.0,0.0
2026-05-14,1,1,7,long,14,0.0,124.0,0.0,0.0
2026-05-14,1,1,7,medium,4,0.0,589.0,0.0,0.0
2026-05-14,1,1,7,short,6,0.0,81.0,0.0,0.0
2026-05-14,1,1,7,very_long,13,0.0,44.0,0.0,0.0
2026-05-14,1,1,7,zero,4,0.0,508.0,0.001968503937007874,-0.001968503937007874
2026-05-14,1,1,8,long,8,0.0,66.0,0.0,0.0
2026-05-14,1,1,8,medium,8,0.0,548.0,0.0,0.0
2026-05-14,1,1,8,short,4,0.0,82.0,0.0,0.0
2026-05-14,1,1,8,very_long,13,0.0,35.0,0.0,0.0
2026-05-14,1,1,8,zero,4,0.0,618.0,0.0,0.0
2026-05-14,1,1,9,long,15,0.2,67.0,0.04477611940298507,0.15522388059701495
2026-05-14,1,1,9,medium,11,0.18181818181818182,339.0,0.008849557522123894,0.17296862429605792
2026-05-14,1,1,9,short,10,0.2,65.0,0.015384615384615385,0.18461538461538463
2026-05-14,1,1,9,very_long,7,0.0,35.0,0.0,0.0
2026-05-14,1,1,9,zero,5,0.0,303.0,0.026402640264026403,-0.026402640264026403
2026-05-15,0,0,0,long,1,0.0,45.0,0.0,0.0
2026-05-15,0,0,0,medium,4,0.0,206.0,0.0,0.0
2026-05-15,0,0,0,very_long,6,0.16666666666666666,36.0,0.0,0.16666666666666666
2026-05-15,0,0,1,very_long,1,0.0,66.0,0.0,0.0
2026-05-15,0,0,2,long,1,0.0,104.0,0.0,0.0
2026-05-15,0,0,2,medium,4,0.0,299.0,0.006688963210702341,-0.006688963210702341
2026-05-15,0,0,2,short,3,0.0,187.0,0.0,0.0
2026-05-15,0,0,2,very_long,2,0.0,108.0,0.0,0.0
2026-05-15,0,0,2,zero,3,0.0,526.0,0.0,0.0
2026-05-15,0,0,4,medium,3,0.0,95.0,0.0,0.0
2026-05-15,0,0,4,short,1,0.0,27.0,0.0,0.0
2026-05-15,0,0,5,long,2,0.0,44.0,0.0,0.0
2026-05-15,0,0,5,medium,2,0.0,140.0,0.0,0.0
2026-05-15,0,0,6,long,1,0.0,42.0,0.0,0.0
2026-05-15,0,0,6,medium,7,0.0,140.0,0.0,0.0
2026-05-15,0,0,6,short,1,0.0,66.0,0.0,0.0
2026-05-15,0,0,6,very_long,2,0.0,56.0,0.0,0.0
2026-05-15,0,0,6,zero,5,0.0,241.0,0.0,0.0
2026-05-15,0,0,7,long,2,0.0,76.0,0.0,0.0
2026-05-15,0,0,7,medium,1,0.0,118.0,0.0,0.0
2026-05-15,0,0,7,short,2,0.0,90.0,0.0,0.0
2026-05-15,0,0,7,very_long,2,0.0,56.0,0.0,0.0
2026-05-15,0,0,7,zero,2,0.0,240.0,0.0,0.0
2026-05-15,0,0,8,long,2,0.0,27.0,0.0,0.0
2026-05-15,0,0,8,medium,1,0.0,88.0,0.0,0.0
2026-05-15,0,0,8,short,3,0.0,124.0,0.0,0.0
2026-05-15,0,0,8,very_long,3,0.0,17.0,0.0,0.0
2026-05-15,0,0,8,zero,3,0.0,273.0,0.0,0.0
2026-05-15,0,0,9,medium,1,0.0,155.0,0.0,0.0
2026-05-15,0,0,9,short,8,0.0,237.0,0.004219409282700422,-0.004219409282700422
2026-05-15,0,0,9,very_long,1,0.0,25.0,0.0,0.0
2026-05-15,0,0,9,zero,11,0.0,575.0,0.006956521739130435,-0.006956521739130435
2026-05-15,0,1,1,medium,1,0.0,12.0,0.0,0.0
2026-05-15,0,1,1,very_long,1,0.0,11.0,0.0,0.0
2026-05-15,0,1,2,long,1,0.0,12.0,0.08333333333333333,-0.08333333333333333
2026-05-15,0,1,2,medium,9,0.0,1176.0,0.0,0.0
2026-05-15,0,1,2,short,1,0.0,29.0,0.0,0.0
2026-05-15,0,1,2,very_long,1,0.0,9.0,0.0,0.0
2026-05-15,0,1,2,zero,1,0.0,42.0,0.0,0.0
2026-05-15,0,1,4,medium,12,0.0,92.0,0.0,0.0
2026-05-15,0,1,5,long,1,0.0,4.0,0.0,0.0
2026-05-15,0,1,5,medium,3,0.0,52.0,0.0,0.0
2026-05-15,0,1,6,zero,3,0.0,74.0,0.0,0.0
2026-05-15,0,1,7,long,1,0.0,11.0,0.0,0.0
2026-05-15,0,1,7,medium,2,0.0,43.0,0.0,0.0
2026-05-15,0,1,7,very_long,1,0.0,6.0,0.0,0.0
2026-05-15,0,1,8,long,2,0.0,1.0,0.0,0.0
2026-05-15,0,1,8,short,3,0.0,16.0,0.0,0.0
2026-05-15,0,1,9,medium,1,0.0,16.0,0.0,0.0
2026-05-15,0,1,9,very_long,2,0.0,4.0,0.0,0.0
2026-05-15,0,1,9,zero,1,0.0,89.0,0.011235955056179775,-0.011235955056179775
2026-05-15,1,0,0,long,1,0.0,18.0,0.0,0.0
2026-05-15,1,0,0,very_long,2,0.0,4.0,0.0,0.0
2026-05-15,1,0,1,long,2,0.0,21.0,0.0,0.0
2026-05-15,1,0,1,medium,1,0.0,39.0,0.0,0.0
2026-05-15,1,0,2,long,2,0.0,52.0,0.0,0.0
2026-05-15,1,0,2,medium,1,0.0,933.0,0.0,0.0
2026-05-15,1,0,2,short,2,0.0,81.0,0.0,0.0
2026-05-15,1,0,2,very_long,2,0.0,34.0,0.0,0.0
2026-05-15,1,0,2,zero,7,0.0,723.0,0.0027662517289073307,-0.0027662517289073307
2026-05-15,1,0,4,long,1,0.0,6.0,0.0,0.0
2026-05-15,1,0,5,medium,3,0.0,408.0,0.0,0.0
2026-05-15,1,0,5,short,2,0.0,89.0,0.0,0.0
2026-05-15,1,0,5,very_long,1,0.0,24.0,0.0,0.0
2026-05-15,1,0,5,zero,6,0.0,498.0,0.0,0.0
2026-05-15,1,0,6,long,4,0.0,39.0,0.0,0.0
2026-05-15,1,0,6,medium,5,0.0,444.0,0.0,0.0
2026-05-15,1,0,6,short,1,0.0,129.0,0.0,0.0
2026-05-15,1,0,6,very_long,4,0.0,20.0,0.0,0.0
2026-05-15,1,0,6,zero,2,0.0,658.0,0.0,0.0
2026-05-15,1,0,7,long,8,0.0,40.0,0.0,0.0
2026-05-15,1,0,7,medium,6,0.0,437.0,0.0,0.0
2026-05-15,1,0,7,very_long,3,0.0,29.0,0.0,0.0
2026-05-15,1,0,7,zero,1,0.0,521.0,0.0,0.0
2026-05-15,1,0,8,long,3,0.0,23.0,0.0,0.0
